time;v;t;i;SOC;bal;chg
07:40:09;49,0;30,0;-64,75;96;0;0
07:40:10;48,81;30,0;-110,88;96;0;0
07:40:11;48,69;30,0;-143,38;96;0;0
07:40:12;48,5;30,0;-179,75;96;0;0
07:40:13;48,63;30,0;-155,25;96;0;0
07:40:14;49,31;30,0;25,0;96;0;0
07:40:15;49,31;30,0;18,13;96;0;0
07:40:16;49,44;30,0;34,5;96;0;0
07:40:17;49,31;30,0;0;96;0;0
07:40:18;49,19;30,0;-32,5;96;0;0
07:40:19;48,88;30,0;-105,25;96;0;0
07:40:20;48,75;30,0;-135,63;96;0;0
07:40:21;48,5;30,0;-183,0;96;0;0
07:40:22;48,38;30,0;-203,25;96;0;0
07:40:23;48,38;30,0;-197,63;96;0;0
07:40:24;48,38;30,0;-193,13;96;0;0
07:40:25;48,81;30,0;-95,38;96;0;0
07:40:26;49,31;30,0;26,5;96;0;0
07:40:27;48,81;30,0;-99,88;96;0;0
07:40:28;48,44;30,0;-191,0;96;0;0
07:40:29;48,56;30,0;-151,38;96;0;0
07:40:30;48,88;30,0;-74,88;96;0;0
07:40:31;49,44;30,0;62,88;96;0;0
07:40:32;48,88;30,0;-87,0;96;0;0
07:40:33;48,81;30,0;-99,63;96;0;0
07:40:34;49,06;30,0;-34,25;96;0;0
07:40:35;48,88;30,0;-81,13;96;0;0
07:40:36;48,44;30,0;-184,5;96;0;0
07:40:37;48,38;30,0;-197,25;96;0;0
07:40:38;48,75;30,0;-106,13;96;0;0
07:40:39;49,56;30,0;90,25;96;0;0
07:40:40;49,69;30,0;115,0;96;0;0
07:40:41;49,06;30,0;-43,25;95;0;0
07:40:42;49,44;30,0;45,5;95;0;0
07:40:43;49,38;30,0;22,63;95;0;0
07:40:44;49,25;30,0;0;95;0;0
07:40:45;49,0;30,0;-72,5;95;0;0
07:40:46;48,88;30,0;-96,25;95;0;0
07:40:47;48,63;30,0;-146,38;95;0;0
07:40:48;48,81;30,0;-109,38;95;0;0
07:40:49;49,06;30,0;-40,25;95;0;0
07:40:50;48,94;30,0;-67,38;95;0;0
07:40:51;48,94;30,0;-79,0;95;0;0
07:40:52;48,63;30,0;-142,5;95;0;0
07:40:53;48,63;30,0;-134,13;95;0;0
07:40:54;48,69;30,0;-129,13;95;0;0
07:40:55;48,88;30,0;-82,63;95;0;0
07:40:56;49,0;30,0;-54,25;95;0;0
07:40:57;49,06;30,0;-35,25;95;0;0
07:40:58;48,94;30,0;-73,63;95;0;0
07:40:59;49,25;30,0;0;95;0;0
07:41:00;49,0;30,0;-57,25;95;0;0
07:41:01;49,06;30,0;-34,25;95;0;0
07:41:02;49,19;30,0;-14,0;95;0;0
07:41:03;49,19;30,0;-19,13;95;0;0
07:41:04;49,06;30,0;-40,88;95;0;0
07:41:05;49,13;30,0;-34,88;95;0;0
07:41:06;49,13;30,0;-37,25;95;0;0
07:41:07;49,06;30,0;-39,38;95;0;0
07:41:08;49,13;30,0;-35,75;95;0;0
07:41:09;49,06;30,0;-48,63;95;0;0
07:41:10;49,13;30,0;-31,88;95;0;0
07:41:11;49,19;30,0;-26,5;95;0;0
07:41:12;49,06;30,0;-55,5;95;0;0
07:41:13;49,06;30,0;-57,0;95;0;0
07:41:14;49,06;30,0;-43,88;95;0;0
07:41:15;48,81;30,0;-107,25;95;0;0
07:41:16;49,06;30,0;-43,88;95;0;0
07:41:17;49,13;30,0;-25,63;95;0;0
07:41:18;49,13;30,0;-28,38;95;0;0
07:41:19;49,19;30,0;-22,63;95;0;0
